gi|543	21187	41196	R=0	+	31183	9996	9998
gi|543	20298	40306	R=0	+	30293	9995	9998
gi|543	19408	39416	R=0	+	29403	9995	9998
gi|543	18518	38526	R=0	+	28513	9995	9998
gi|543	16916	36924	R=0	+	26911	9995	9998
gi|543	15136	35144	R=0	+	25132	9996	9997
gi|543	14246	34254	R=0	+	24242	9996	9997
gi|543	13356	33365	R=0	+	23353	9997	9997
gi|543	12288	32297	R=0	+	22285	9997	9997
gi|543	11042	31051	R=0	+	21040	9998	9996
gi|543	10152	30161	R=0	+	20151	9999	9995
gi|543	17837	27847	R=0	+	17837	0	9995
gi|543	16947	26957	R=0	+	16947	0	9995
gi|543	16057	26068	R=0	+	16057	0	9996
gi|543	4100	24110	R=0	+	14099	9999	9996
gi|543	3388	23399	R=0	+	13387	9999	9997
gi|543	719	20731	R=0	+	10717	9998	9999
gi|543	3	19841	R=0	+	9827	9824	9999
gi|543	3	18951	R=0	+	8936	8933	10000
gi|543	3	14501	R=0	+	4486	4483	10000
gi|543	3	13789	R=0	+	3775	3772	9999
gi|543	3	10229	R=0	+	216	213	9998
gi|539	38934	42859	R=0	+	42243	3309	601
gi|539	37146	42859	R=0	+	41711	4565	1133
gi|539	34478	42859	R=0	+	40823	6345	2021
gi|539	34478	42859	R=0	+	39933	5455	2911
gi|539	31110	41292	R=0	+	37089	5979	4188
gi|539	31110	41292	R=0	+	36199	5089	5078
gi|539	29499	40882	R=0	+	34598	5099	6269
gi|539	27899	38933	R=0	+	33176	5277	5742
gi|539	27554	37503	R=0	+	31575	4021	5913
gi|539	26811	35554	R=0	+	30153	3342	5386
gi|539	26811	34132	R=0	+	28553	1742	5564
gi|539	14475	26810	R=0	+	24469	9994	2326
gi|539	13764	26810	R=0	+	23758	9994	3037
gi|539	13230	26810	R=0	+	23224	9994	3571
gi|539	12518	26810	R=0	+	22512	9994	4283
gi|539	11985	26810	R=0	+	21979	9994	4816
gi|539	11273	26810	R=0	+	21267	9994	5528
gi|539	10384	26810	R=0	+	20378	9994	6417
gi|539	10117	26810	R=0	+	17530	7413	9265
gi|539	8338	25951	R=0	+	16819	8481	9117
gi|539	8338	25951	R=0	+	16285	7947	9651
gi|539	8338	25583	R=0	+	15573	7235	9995
gi|539	7805	25049	R=0	+	15040	7235	9994
gi|539	5793	23817	R=0	+	13973	8180	9829
gi|539	5793	23448	R=0	+	13439	7646	9994
gi|539	5793	22736	R=0	+	12727	6934	9994
gi|539	4069	22038	R=0	+	12194	8125	9829
gi|539	2769	20793	R=0	+	11127	8358	9651
gi|539	2769	20424	R=0	+	10415	7646	9994
gi|539	689	18665	R=0	+	8814	8125	9836
gi|539	0	15099	R=0	+	8103	8103	6981
gi|539	0	12253	R=0	+	6681	6681	5557
gi|539	0	14032	R=0	+	6146	6146	7871
gi|539	0	12253	R=0	+	5613	5613	6625
gi|539	0	12253	R=0	+	5079	5079	7159
gi|539	0	10119	R=0	+	3657	3657	6447
gi|539	0	11186	R=0	+	3122	3122	8049
gi|539	0	10119	R=0	+	2589	2589	7515
gi|539	0	10119	R=0	+	1699	1699	8405
gi|539	0	8340	R=0	+	632	632	7693
gi|539	0	8340	R=0	+	98	98	8227
gi|531	11965	23794	R=0	+	21963	9998	1816
gi|531	10466	23794	R=0	+	19470	9004	4309
gi|531	9190	23794	R=0	+	14309	5119	9470
gi|531	8860	22186	R=0	+	12174	3314	9997
gi|531	9190	20762	R=0	+	10749	1559	9998
gi|531	8517	15675	R=0	+	9864	1347	5796
gi|531	5871	6746	R=0	+	6507	636	224
gi|531	3038	5687	R=0	+	5099	2061	573
gi|531	2862	5164	R=0	+	3322	460	1827
gi|531	559	2861	R=0	+	1019	460	1827
gi|531	1	558	R=0	+	141	140	402
gi|529	30477	41962	R=0	-	40472	1475	9995
gi|529	28165	41962	R=0	-	38158	3789	9993
gi|529	28108	41962	R=0	-	37446	4501	9338
gi|529	26742	41962	R=0	-	36735	5212	9993
gi|529	26030	41962	R=0	-	36024	5923	9994
gi|529	24962	41962	R=0	-	34957	6990	9995
gi|529	23538	41962	R=0	-	33534	8413	9996
gi|529	23004	41962	R=0	-	33000	8947	9996
gi|529	21046	41052	R=0	-	31041	9996	9995
gi|529	19800	39806	R=0	-	29795	9996	9995
gi|529	19088	39094	R=0	-	29084	9995	9996
gi|529	18376	38382	R=0	-	28373	9994	9997
gi|529	15706	35715	R=0	-	25704	9996	9998
gi|529	13926	33936	R=0	-	23924	9997	9998
gi|529	12858	32868	R=0	-	22856	9997	9998
gi|529	11968	31977	R=0	-	21966	9996	9998
gi|529	10188	30197	R=0	-	20186	9996	9998
gi|529	9120	29130	R=0	-	19118	9997	9998
gi|529	5560	25572	R=0	-	15558	9999	9998
gi|529	5026	25038	R=0	-	15024	9999	9998
gi|529	3602	23614	R=0	-	13600	9999	9998
gi|529	2712	22724	R=0	-	12710	9999	9998
gi|529	1288	21300	R=0	-	11286	9999	9998
gi|529	398	20410	R=0	-	10396	9999	9998
gi|529	-2	19876	R=0	-	9862	9999	9864
gi|529	-2	18808	R=0	-	8794	9999	8796
gi|529	-2	16850	R=0	-	6836	9999	6838
gi|529	-2	16316	R=0	-	6302	9999	6304
gi|529	-2	14892	R=0	-	4878	9999	4880
gi|529	-2	13646	R=0	-	3632	9999	3634
gi|529	-2	12222	R=0	-	2208	9999	2210
gi|529	-2	11332	R=0	-	1318	9999	1320
gi|524	34810	40003	R=0	-	39833	155	5023
gi|524	34810	40003	R=0	-	39299	689	4489
gi|524	33209	40003	R=0	-	38588	1400	5379
gi|524	32854	40003	R=0	-	37521	2467	4667
gi|524	32854	40003	R=0	-	36987	3001	4133
gi|524	30897	40003	R=0	-	36276	3712	5379
gi|524	29674	40003	R=0	-	34854	5134	5180
gi|524	29674	38901	R=0	-	33609	5277	3935
gi|524	27341	38546	R=0	-	32898	5633	5557
gi|524	26216	36589	R=0	-	31831	4743	5615
gi|524	26216	36589	R=0	-	31297	5277	5081
gi|524	25940	35167	R=0	-	29697	5455	3757
gi|524	23786	33211	R=0	-	28275	4921	4489
gi|524	23786	33211	R=0	-	27385	5811	3599
gi|524	15259	29674	R=0	-	25253	4406	9994
gi|524	13836	29674	R=0	-	23830	5829	9994
gi|524	13125	27343	R=0	-	23119	4209	9994
gi|524	12235	27343	R=0	-	22229	5099	9994
gi|524	11155	26209	R=0	-	20628	5566	9473
gi|524	11155	26209	R=0	-	18848	7346	7693
gi|524	11155	26209	R=0	-	17958	8236	6803
gi|524	11155	26209	R=0	-	17068	9126	5913
gi|524	10528	25940	R=0	-	16535	9390	6007
gi|524	10528	25655	R=0	-	15645	9995	5117
gi|524	10528	24409	R=0	-	14400	9994	3872
gi|524	9379	22275	R=0	-	12266	9994	2887
gi|524	9379	21742	R=0	-	11732	9995	2353
gi|524	496	14358	R=0	-	10490	3853	9994
gi|524	1	13224	R=0	-	9423	3786	9422
gi|524	1	11445	R=0	-	8712	2718	8711
gi|524	1	11445	R=0	-	8178	3252	8177
gi|524	1	11445	R=0	-	7110	4320	7109
gi|524	1	11157	R=0	-	5331	5811	5330
gi|524	1	10526	R=0	-	4620	5891	4619
gi|524	1	10526	R=0	-	3730	6781	3729
gi|524	1	10526	R=0	-	2662	7849	2661
gi|524	1	10526	R=0	-	1951	8560	1950
gi|524	1	10526	R=0	-	1061	9450	1060
gi|508	1	1566	R=0	+	74	73	1477
gi|499	26469	37308	R=0	-	36471	822	10002
gi|499	24690	37308	R=0	-	34690	2603	10000
gi|499	23483	37308	R=0	-	33265	4028	9782
gi|499	23483	37308	R=0	-	32196	5097	8713
gi|499	23483	37308	R=0	-	30771	6522	7288
gi|499	23483	36545	R=0	-	29168	7362	5685
gi|499	23483	26515	R=0	-	26500	0	3017
gi|499	23483	25270	R=0	-	25255	0	1772
gi|499	23483	23846	R=0	-	23831	0	348
gi|499	11527	23486	R=0	-	21525	1946	9998
gi|499	9389	23486	R=0	-	19392	4079	10003
gi|499	8142	23486	R=0	-	18146	5325	10004
gi|499	7712	23486	R=0	-	16722	6749	9010
gi|499	4404	23486	R=0	-	14407	9064	10003
gi|499	3159	23171	R=0	-	13161	9995	10002
gi|499	2448	22459	R=0	-	12448	9996	10000
gi|499	1	9969	R=0	-	9954	0	9953
gi|499	1	18220	R=0	-	8707	9498	8706
gi|499	1	14481	R=0	-	7638	6828	7637
gi|499	1	14481	R=0	-	6392	8074	6391
gi|499	1	14481	R=0	-	5858	8608	5857
gi|499	1	4450	R=0	-	4435	0	4434
gi|499	1	3205	R=0	-	3190	0	3189
gi|499	1	2137	R=0	-	2122	0	2121
gi|499	1	1247	R=0	-	1232	0	1231
gi|499	1	179	R=0	-	164	0	163
gi|490	35718	46391	R=0	+	45715	9997	661
gi|490	35006	46391	R=0	+	45003	9997	1373
gi|490	34294	46391	R=0	+	44291	9997	2085
gi|490	32870	46391	R=0	+	42867	9997	3509
gi|490	32158	46391	R=0	+	42155	9997	4221
gi|490	31446	46391	R=0	+	41444	9998	4932
gi|490	30734	46391	R=0	+	40733	9999	5643
gi|490	29132	46391	R=0	+	39131	9999	7245
gi|490	27886	46391	R=0	+	37885	9999	8491
gi|490	27174	46391	R=0	+	37173	9999	9203
gi|490	35927	45939	R=0	+	35927	0	9997
gi|490	35393	45405	R=0	+	35393	0	9997
gi|490	34325	44337	R=0	+	34325	0	9997
gi|490	33613	43625	R=0	+	33613	0	9997
gi|490	22373	42379	R=0	+	32367	9994	9997
gi|490	21834	41846	R=0	+	31833	9999	9998
gi|490	19877	39889	R=0	+	29875	9998	9999
gi|490	19165	39175	R=0	+	29163	9998	9997
gi|490	17741	37753	R=0	+	27739	9998	9999
gi|490	16318	36329	R=0	+	26314	9996	10000
gi|490	14894	34905	R=0	+	24890	9996	10000
gi|490	14004	34015	R=0	+	24001	9997	9999
gi|490	13292	33303	R=0	+	23288	9996	10000
gi|490	11868	31879	R=0	+	21865	9997	9999
gi|490	20976	30989	R=0	+	20976	0	9998
gi|490	20264	30277	R=0	+	20264	0	9998
gi|490	7417	27427	R=0	+	17416	9999	9996
gi|490	16705	26716	R=0	+	16705	0	9996
gi|490	5460	25470	R=0	+	15459	9999	9996
gi|490	4214	24224	R=0	+	14213	9999	9996
gi|490	1723	21733	R=0	+	11721	9998	9997
gi|490	1011	21020	R=0	+	11007	9996	9998
gi|490	1	19954	R=0	+	9938	9937	10001
gi|490	1	19064	R=0	+	9048	9047	10001
gi|490	1	18352	R=0	+	8337	8336	10000
gi|490	1	17284	R=0	+	7270	7269	9999
gi|490	1	15503	R=0	+	5491	5490	9997
gi|490	1	14793	R=0	+	4779	4778	9999
gi|490	1	13725	R=0	+	3711	3710	9999
gi|490	1	13013	R=0	+	2999	2998	9999
gi|490	1	12123	R=0	+	2110	2109	9998
gi|490	1	11410	R=0	+	1398	1397	9997
gi|490	1	10519	R=0	+	507	506	9997
gi|470	31320	41973	R=0	-	41318	640	9998
gi|470	30429	41973	R=0	-	40428	1530	9999
gi|470	29537	41973	R=0	-	39538	2420	10001
gi|470	29003	41973	R=0	-	39004	2954	10001
gi|470	28114	41973	R=0	-	38114	3844	10000
gi|470	26689	41973	R=0	-	36690	5268	10001
gi|470	26155	41973	R=0	-	36156	5802	10001
gi|470	24910	41973	R=0	-	34909	7049	9999
gi|470	24019	41973	R=0	-	34019	7939	10000
gi|470	23485	41973	R=0	-	33485	8473	10000
gi|470	22595	41973	R=0	-	32595	9363	10000
gi|470	22061	41973	R=0	-	32061	9897	10000
gi|470	19391	29404	R=0	-	29389	0	9998
gi|470	18857	28870	R=0	-	28855	0	9998
gi|470	17611	27624	R=0	-	27609	0	9998
gi|470	16009	26022	R=0	-	26007	0	9998
gi|470	15297	25310	R=0	-	25295	0	9998
gi|470	14676	24598	R=0	-	24583	0	9907
gi|470	14676	22462	R=0	-	22447	0	7771
gi|470	14676	21038	R=0	-	21023	0	6347
gi|470	14676	29613	R=0	-	19599	9999	4923
gi|470	14676	28367	R=0	-	18353	9999	3677
gi|470	14676	26943	R=0	-	16929	9999	2253
gi|470	14676	24807	R=0	-	14793	9999	117
gi|470	10291	13566	R=0	-	13265	286	2974
gi|470	10291	13566	R=0	-	11841	1710	1550
gi|470	1	10295	R=0	-	9188	1092	9187
gi|470	1	10295	R=0	-	7586	2694	7585
gi|470	1	10295	R=0	-	6696	3584	6695
gi|470	1	10295	R=0	-	5628	4652	5627
gi|470	1	10295	R=0	-	4204	6076	4203
gi|470	1	10295	R=0	-	3670	6610	3669
gi|470	1	10295	R=0	-	823	9457	822
gi|454	41768	43411	R=0	+	42494	726	902
gi|454	38606	42446	R=0	+	41598	2992	833
gi|454	31924	41770	R=0	+	40169	8245	1586
gi|454	38387	41910	R=0	+	39460	1073	2435
gi|454	32169	41844	R=0	+	38747	6578	3082
gi|454	29957	38610	R=0	+	37849	7892	746
gi|454	30070	40849	R=0	+	35358	5288	5476
gi|454	30273	41072	R=0	+	33402	3129	7655
gi|454	30273	41072	R=0	+	32512	2239	8545
gi|454	23897	31855	R=0	+	29832	5935	2008
gi|454	23860	30896	R=0	+	29118	5258	1763
gi|454	23860	30896	R=0	+	27694	3834	3187
gi|454	23860	31106	R=0	+	24313	453	6778
gi|454	21116	23892	R=0	+	21811	695	2066
gi|454	19669	21465	R=0	+	19669	0	1781
gi|454	9136	21465	R=0	+	19135	9999	2315
gi|454	7891	21465	R=0	+	17889	9998	3561
gi|454	7357	21465	R=0	+	17355	9998	4095
gi|454	6824	21303	R=0	+	16819	9995	4469
gi|454	5580	21446	R=0	+	15574	9994	5857
gi|454	5240	21446	R=0	+	15040	9800	6391
gi|454	7906	21117	R=0	+	13256	5350	7846
gi|454	7906	21117	R=0	+	11654	3748	9448
gi|454	3996	17401	R=0	+	7388	3392	9998
gi|454	3463	16865	R=0	+	6855	3392	9995
gi|454	6	9153	R=0	+	4722	4716	4416
gi|454	6	6664	R=0	+	2945	2939	3704
gi|454	6	5781	R=0	+	810	804	4956
gi|454	6	5781	R=0	+	98	92	5668
gi|448	29128	40000	R=0	+	39127	9999	858
gi|448	26459	40000	R=0	+	36455	9996	3530
gi|448	23787	40000	R=0	+	33783	9996	6202
gi|448	23076	40000	R=0	+	33072	9996	6913
gi|448	30938	40000	R=0	+	30938	0	9047
gi|448	28803	38817	R=0	+	28803	0	9999
gi|448	16135	36145	R=0	+	26134	9999	9996
gi|448	13467	33472	R=0	+	23462	9995	9995
gi|448	14354	30806	R=0	+	20790	6436	10001
gi|448	11685	30094	R=0	+	20079	8394	10000
gi|448	9785	27959	R=0	+	17945	8160	9999
gi|448	8773	24397	R=0	+	14387	5614	9995
gi|448	7830	20459	R=0	+	11718	3888	8726
gi|448	7419	20047	R=0	+	11007	3588	9025
gi|448	4807	17913	R=0	+	9407	4600	8491
gi|448	2	11686	R=0	+	7452	7450	4219
gi|448	2	9787	R=0	+	5140	5138	4632
gi|448	2	9375	R=0	+	3895	3893	5465
gi|448	2	8771	R=0	+	2650	2648	6106
gi|448	2	8771	R=0	+	1760	1758	6996
gi|441	28933	33183	R=0	+	32516	3583	652
gi|441	28933	33183	R=0	+	31982	3049	1186
gi|441	28933	33183	R=0	+	31270	2337	1898
gi|441	23445	28937	R=0	+	28804	5359	118
gi|441	23445	28937	R=0	+	28270	4825	652
gi|441	23445	28937	R=0	+	26315	2870	2607
gi|441	22773	23405	R=0	+	23267	494	123
gi|441	15860	22753	R=0	+	22232	6372	506
gi|441	15860	22753	R=0	+	19740	3880	2998
gi|441	11947	22753	R=0	+	17251	5304	5487
gi|441	10348	18361	R=0	+	14762	4414	3584
gi|441	10348	18361	R=0	+	13338	2990	5008
gi|441	6379	15872	R=0	+	11739	5360	4118
gi|441	6379	11959	R=0	+	9784	3405	2160
gi|441	6379	11959	R=0	+	9072	2693	2872
gi|441	1247	6383	R=0	+	6250	5003	118
gi|441	1247	6383	R=0	+	3939	2692	2429
gi|441	-5	1251	R=0	+	55	60	1181
gi|434	39046	40000	R=0	+	39913	867	72
gi|434	37958	39051	R=0	+	38469	511	567
gi|434	35982	37963	R=0	+	37561	1579	387
gi|434	34360	35984	R=0	+	35405	1045	564
gi|434	32738	34365	R=0	+	33961	1223	389
gi|434	30760	32743	R=0	+	32339	1579	389
gi|434	30760	32743	R=0	+	31271	511	1457
gi|434	29316	30765	R=0	+	30717	1401	33
gi|434	29316	30765	R=0	+	29827	511	923
gi|434	27516	29321	R=0	+	28561	1045	745
gi|434	25894	27521	R=0	+	26761	867	745
gi|434	21938	25879	R=0	+	24941	3003	923
gi|434	14233	25879	R=0	+	24229	9996	1635
gi|434	12987	25879	R=0	+	22983	9996	2881
gi|434	12275	25879	R=0	+	22271	9996	3593
gi|434	20350	21943	R=0	+	21005	655	923
gi|434	19966	20357	R=0	+	19966	0	376
gi|434	18898	20357	R=0	+	18898	0	1444
gi|434	18185	20357	R=0	+	18185	0	2157
gi|434	17472	20357	R=0	+	17472	0	2870
gi|434	16758	25879	R=0	+	16758	0	9106
gi|434	15691	20357	R=0	+	15691	0	4651
gi|434	14444	24452	R=0	+	14444	0	9993
gi|434	3732	23740	R=0	+	13730	9998	9995
gi|434	2308	18505	R=0	+	12306	9998	6184
gi|434	1062	18505	R=0	+	11060	9998	7430
gi|434	1	19655	R=0	+	9637	9636	10003
gi|434	1	18408	R=0	+	8391	8390	10002
gi|434	1	16269	R=0	+	6255	6254	9999
gi|434	1	14131	R=0	+	4119	4118	9997
gi|434	1	12351	R=0	+	2339	2338	9997
gi|434	1	11105	R=0	+	1093	1092	9997
gi|430	33204	42863	R=0	+	42403	9199	445
gi|430	33204	42863	R=0	+	41869	8665	979
gi|430	31342	42863	R=0	+	41336	9994	1512
gi|430	30002	42863	R=0	+	39557	9555	3291
gi|430	28140	42863	R=0	+	38134	9994	4714
gi|430	27428	42863	R=0	+	37422	9994	5426
gi|430	26005	42863	R=0	+	35999	9994	6849
gi|430	25195	42863	R=0	+	35109	9914	7739
gi|430	25195	42863	R=0	+	33508	8313	9340
gi|430	25195	41565	R=0	+	32441	7246	9109
gi|430	25195	41382	R=0	+	31373	6178	9994
gi|430	25195	40315	R=0	+	30306	5111	9994
gi|430	24115	38536	R=0	+	28527	4412	9994
gi|430	24115	37468	R=0	+	27459	3344	9994
gi|430	24115	36935	R=0	+	26925	2810	9995
gi|430	23957	36401	R=0	+	26392	2435	9994
gi|430	23957	35333	R=0	+	25324	1367	9994
gi|430	19155	30002	R=0	+	24794	5639	5193
gi|430	17377	25201	R=0	+	23550	6173	1636
gi|430	17377	25201	R=0	+	23016	5639	2170
gi|430	15599	25201	R=0	+	21772	6173	3414
gi|430	15599	25201	R=0	+	21238	5639	3948
gi|430	14532	25201	R=0	+	19993	5461	5193
gi|430	14532	25201	R=0	+	19459	4927	5727
gi|430	13821	24114	R=0	+	18926	5105	5173
gi|430	12754	23957	R=0	+	17859	5105	6083
gi|430	11153	22336	R=0	+	17148	5995	5173
gi|430	10086	22179	R=0	+	16081	5995	6083
gi|430	9019	20400	R=0	+	15370	6351	5015
gi|430	8308	19155	R=0	+	14303	5995	4837
gi|430	6173	18088	R=0	+	13592	7419	4481
gi|430	4216	17377	R=0	+	12525	8309	4837
gi|430	4216	17377	R=0	+	11635	7419	5727
gi|430	930	16310	R=0	+	10924	9994	5371
gi|430	0	15599	R=0	+	9857	9857	5727
gi|430	0	14532	R=0	+	8790	8790	5727
gi|430	0	13821	R=0	+	7545	7545	6261
gi|430	0	13821	R=0	+	7011	7011	6795
gi|430	0	13821	R=0	+	6477	6477	7329
gi|430	0	12754	R=0	+	5944	5944	6795
gi|430	0	12754	R=0	+	4698	4698	8041
gi|430	0	11153	R=0	+	3987	3987	7151
gi|430	0	11153	R=0	+	2919	2919	8219
gi|430	0	11153	R=0	+	2029	2029	9109
gi|430	0	10792	R=0	+	783	783	9994
gi|428	21003	23673	R=0	+	23470	2467	188
gi|428	21003	23673	R=0	+	22758	1755	900
gi|428	21003	23673	R=0	+	22046	1043	1612
gi|428	21003	23673	R=0	+	21334	331	2324
gi|428	14749	19303	R=0	+	17926	3177	1362
gi|428	14749	19303	R=0	+	17036	2287	2252
gi|428	14749	19303	R=0	+	15968	1219	3320
gi|428	14749	19303	R=0	+	15256	507	4032
gi|428	9797	14705	R=0	+	14398	4601	292
gi|428	9797	14705	R=0	+	12974	3177	1716
gi|428	9797	14705	R=0	+	11728	1931	2962
gi|428	9797	14705	R=0	+	11016	1219	3674
gi|428	9797	14705	R=0	+	10304	507	4386
gi|428	8982	9753	R=0	+	9446	464	292
gi|426	33058	39681	R=0	+	37853	4795	1813
gi|426	32235	33056	R=0	+	32698	463	343
gi|426	30659	31480	R=0	+	31122	463	343
gi|426	18115	30654	R=0	+	28114	9999	2525
gi|426	16159	30654	R=0	+	26156	9997	4483
gi|426	12955	30654	R=0	+	22952	9997	7687
gi|426	10641	30651	R=0	+	20638	9997	9998
gi|426	9929	29939	R=0	+	19926	9997	9998
gi|426	7437	27447	R=0	+	17434	9997	9998
gi|426	6547	26557	R=0	+	16546	9999	9996
gi|426	5835	25844	R=0	+	15834	9999	9995
gi|426	1741	21751	R=0	+	11740	9999	9996
gi|426	1029	21039	R=0	+	11028	9999	9996
gi|426	3	18547	R=0	+	8536	8533	9996
gi|426	3	17835	R=0	+	7824	7821	9996
gi|426	3	17122	R=0	+	7112	7109	9995
gi|426	3	15879	R=0	+	5866	5863	9998
gi|423	29505	40000	R=0	-	39502	483	9997
gi|423	28615	40000	R=0	-	38612	1373	9997
gi|423	27370	40000	R=0	-	37366	2619	9996
gi|423	26302	40000	R=0	-	36298	3687	9996
gi|423	25412	40000	R=0	-	35409	4576	9997
gi|423	24878	40000	R=0	-	34875	5110	9997
gi|423	23810	40000	R=0	-	33807	6178	9997
gi|423	22742	40000	R=0	-	32739	7246	9997
gi|423	21852	40000	R=0	-	31850	8135	9998
gi|423	21318	40000	R=0	-	31316	8669	9998
gi|423	21020	40000	R=0	-	30604	9381	9584
gi|423	21020	39370	R=0	-	29358	9997	8338
gi|423	21020	37946	R=0	-	27934	9997	6914
gi|423	21020	37056	R=0	-	27045	9996	6025
gi|423	21020	36522	R=0	-	26511	9996	5491
gi|423	21020	35811	R=0	-	25799	9997	4779
gi|423	21020	34565	R=0	-	24553	9997	3533
gi|423	21020	34031	R=0	-	24019	9997	2999
gi|423	21020	32429	R=0	-	22417	9997	1397
gi|423	18582	21022	R=0	-	20869	138	2287
gi|423	18582	21022	R=0	-	19801	1206	1219
gi|423	16144	18584	R=0	-	18431	138	2287
gi|423	16144	18584	R=0	-	17363	1206	1219
gi|423	14952	16146	R=0	-	15993	138	1041
gi|423	13226	14954	R=0	-	14801	138	1575
gi|423	13226	14954	R=0	-	13555	1384	329
gi|423	10130	12570	R=0	-	12417	138	2287
gi|423	10130	12570	R=0	-	11349	1206	1219
gi|423	9294	10132	R=0	-	9979	138	685
gi|423	6856	9296	R=0	-	9143	138	2287
gi|423	6856	9296	R=0	-	8075	1206	1219
gi|423	4418	6858	R=0	-	6705	138	2287
gi|423	4418	6858	R=0	-	5637	1206	1219
gi|423	3582	4420	R=0	-	4267	138	685
gi|423	1856	3584	R=0	-	3431	138	1575
gi|423	1020	1858	R=0	-	1705	138	685
gi|423	1	1022	R=0	-	869	138	868
gi|423	1	1022	R=0	-	157	850	156
gi|414	29622	40000	R=0	+	39621	9999	364
gi|414	28910	40000	R=0	+	38909	9999	1076
gi|414	28020	40000	R=0	+	38019	9999	1966
gi|414	26596	40000	R=0	+	36595	9999	3390
gi|414	25884	40000	R=0	+	35883	9999	4102
gi|414	24639	40000	R=0	+	34637	9998	5348
gi|414	23927	40000	R=0	+	33925	9998	6060
gi|414	23037	40000	R=0	+	33036	9999	6949
gi|414	22329	40000	R=0	+	32324	9995	7661
gi|414	21806	38064	R=0	+	28051	6245	9998
gi|414	21806	35750	R=0	+	25737	3931	9998
gi|414	19493	35037	R=0	+	25026	5533	9996
gi|414	19493	33613	R=0	+	23602	4109	9996
gi|414	17161	32369	R=0	+	22360	5199	9994
gi|414	16116	25181	R=0	+	21471	5355	3695
gi|414	16116	25181	R=0	+	20047	3931	5119
gi|414	13803	22853	R=0	+	19336	5533	3502
gi|414	13803	22853	R=0	+	17912	4109	4926
gi|414	9229	21804	R=0	+	16670	7441	5119
gi|414	9229	19491	R=0	+	15781	6552	3695
gi|414	9229	19491	R=0	+	14357	5128	5119
gi|414	9229	17163	R=0	+	13646	4417	3502
gi|414	9229	17163	R=0	+	12222	2993	4926
gi|414	9229	17163	R=0	+	10442	1213	6706
gi|414	9229	17163	R=0	+	9730	501	7418
gi|414	1	9242	R=0	+	7604	7603	1623
gi|414	1	9242	R=0	+	7070	7069	2157
gi|414	1	9242	R=0	+	5290	5289	3937
gi|414	1	9242	R=0	+	4578	4577	4649
gi|414	1	9242	R=0	+	4044	4043	5183
gi|414	1	9242	R=0	+	2264	2263	6963
gi|414	1	9242	R=0	+	1552	1551	7675
gi|408	39353	43811	R=0	+	43142	3789	654
gi|408	38513	43811	R=0	+	42432	3919	1364
gi|408	38200	43811	R=0	+	41721	3521	2075
gi|408	37870	43811	R=0	+	40833	2963	2963
gi|408	37318	42736	R=0	+	39233	1915	3488
gi|408	30774	41478	R=0	+	38168	7394	3295
gi|408	30313	39278	R=0	+	37458	7145	1805
gi|408	27271	38211	R=0	+	36748	9477	1448
gi|408	27271	38211	R=0	+	36214	8943	1982
gi|408	30300	38514	R=0	+	34789	4489	3710
gi|408	27271	38211	R=0	+	33544	6273	4652
gi|408	27271	38211	R=0	+	32832	5561	5364
gi|408	21950	37318	R=0	+	31946	9996	5357
